Order ID,Order Date,Year,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Brand Name,Product Sub Category,Product Category,Region,City,Country
1901,28/5/2013,2013,10,231.71,2900.00,2668.29,Online,The Phone Company Pen Touch Screen Phones M320 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Berlin,Germany
1902,22/9/2013,2013,10,1.76,419.90,418.14,Store,SV PCI Network Adapter E903 Silver,Southridge Video,Southridge Video,Computers Accessories,Computers,Asia,Urumqi,China
1903,19/12/2011,2011,8,1.35,3040.00,3038.65,Reseller,The Phone Company PDA Wifi 4.7-inch L290 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France
1904,13/4/2012,2012,10,322.49,2310.00,1987.51,Store,A. Datum Full Frame Digital Camera X300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Lowell,United States
1905,7/6/2012,2012,6,24.60,778.40,753.80,Store,Proseware LCD19 E1000 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,Germantown,United States
1908,29/5/2012,2012,10,1436.25,4090.00,2653.75,Store,Contoso Home Theater System 4.1 Channel M1400 White,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Tallahassee,United States
1909,26/4/2013,2013,10,0.26,129.50,129.24,Reseller,Contoso Rechargeable Battery E100 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
1910,28/5/2014,2014,60,329.78,1194.00,864.22,Reseller,Contoso Battery charger - bike E200 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
1911,25/1/2012,2012,4,22.47,166.92,144.45,Store,SV Keyboard E90 Black,Southridge Video,Southridge Video,Computers Accessories,Computers,North America,Houston,United States
1916,2/2/2012,2012,9,26.99,220.00,193.01,Store,Contoso USB Cable M250 Yellow,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Pasadena,United States
1917,27/12/2013,2013,8,19.93,5312.40,5292.47,Store,Litware Home Theater System 5.1 Channel M512 Silver,"Litware, Inc.",Litware ,Home Theater System,TV and Video,Europe,Ljubljana,Slovenia
1918,13/4/2012,2012,10,20.27,1799.90,1779.63,Store,SV DVD 12-Inch Player Portable M400 White,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Martinsville,United States
1919,11/6/2012,2012,6,89.67,154.14,64.47,Store,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Northwind Traders,Bluetooth Headphones,Audio,North America,Arlington,United States
1924,13/5/2012,2012,5,81.44,1640.00,1558.56,Store,"Fabrikam SLR Camera 35"" M358 Green","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Cape Canaveral,United States
1925,13/9/2012,2012,5,2393.13,1560.00,-833.13,Store,A. Datum SLR Camera M140 Pink,A. Datum Corporation,A. Datum,Digital SLR Cameras,Cameras and camcorders ,North America,Fort Lauderdale,United States
1926,26/9/2012,2012,10,75.16,1590.00,1514.84,Store,Proseware Photo Ink Jet Printer M100 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Poestenkill,United States
1927,4/11/2012,2012,6,107.69,121.57,13.88,Online,Contoso Wireless Laser Mouse E50 Silver,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Bethesda,United States
1928,23/6/2013,2013,12,1099.68,3201.10,2101.42,Store,The Phone Company Smart phones 8 GB of Memory M400 Pink,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bar Harbor,United States
1929,25/12/2011,2011,12,139.02,3185.41,3046.39,Store,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Adventure Works,Desktops,Computers,North America,Atlantic City,United States
1930,28/1/2012,2012,6,272.87,1140.00,867.13,Store,Proseware Screen 100in M1609 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Europe,Cheshire,United Kingdom
1931,12/2/2012,2012,12,3661.89,3459.58,-202.31,Reseller,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Europe,Paris,France
1933,9/3/2014,2014,12,643.59,3708.00,3064.41,Store,SV Car Video TFT7 M7001 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,Europe,Manchester,United Kingdom
1935,11/12/2011,2011,9,702.38,2035.50,1333.12,Store,The Phone Company Smart phones 6-LINE SCREEN M21 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,New Brunswick,United States
1936,29/3/2013,2013,10,32.96,1090.00,1057.04,Store,Proseware Screen 80in E1010 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Denver,United States
1941,10/12/2011,2011,4,44.68,44.28,-0.41,Store,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Austin,United States
1943,12/11/2013,2013,8,156.34,1999.92,1843.58,Store,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Wide World Importers,Bluetooth Headphones,Audio,Europe,Amsterdam,the Netherlands
1944,2/7/2012,2012,36,265.62,13247.10,12981.48,Store,Adventure Works Desktop PC1.80 ED180 Brown,Adventure Works,Adventure Works,Desktops,Computers,North America,Renton,United States
1945,4/9/2013,2013,9,31.19,138.33,107.14,Reseller,Contoso USB Wave Multi-media Keyboard E280 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Europe,Paris,France
1948,5/8/2014,2014,12,186.51,3276.00,3089.49,Store,The Phone Company PDA Wifi 3.5-inch M200 White,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Fredericksburg,United States
1950,14/9/2014,2014,32,532.71,9671.20,9138.49,Online,Contoso SLR Camera M142 Black,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
1953,31/1/2014,2014,24,272.46,1873.88,1601.42,Reseller,Proseware Laser Jet Printer E100 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Paris,France
1954,19/2/2014,2014,18,61.56,231.22,169.67,Store,Contoso Dual Handset Cordless Phone System E20 White,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Lewisville,United States
1955,27/3/2012,2012,36,1536.73,13284.00,11747.27,Online,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Adventure Works,Desktops,Computers,Europe,Berlin,Germany
1956,20/3/2014,2014,20,822.44,2780.00,1957.56,Store,Proseware LCD19 E1000 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,Fort Worth,United States
1957,12/7/2014,2014,12,39.06,2379.41,2340.34,Store,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Wide World Importers,Recording Pen,Audio,North America,Martinsville,United States
1958,22/4/2014,2014,20,679.26,2199.80,1520.54,Online,Contoso DVD 7-Inch Player Portable E200 White,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
1961,6/6/2012,2012,6,12.44,1102.00,1089.56,Store,Proseware Screen 100in M1609 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Fredericksburg,United States
1962,13/4/2014,2014,10,3592.97,3690.00,97.03,Store,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,Adventure Works,Desktops,Computers,North America,Somerville,United States
1963,2/12/2013,2013,13,9573.64,8527.80,-1045.84,Store,Adventure Works Laptop15 M1500 Black,Adventure Works,Adventure Works,Laptops,Computers,North America,South Portland,United States
1965,26/2/2014,2014,9,0.56,1940.40,1939.84,Store,A. Datum Full Frame Digital Camera X300 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Islamabad,Pakistan
1966,10/3/2012,2012,10,3362.33,6990.00,3627.67,Store,WWI Projector 720p LCD56 Black,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Ottawa,Canada
1967,30/5/2012,2012,10,255.52,690.00,434.48,Online,Adventure Works CRT19 E10 White,Adventure Works,Adventure Works,Monitors,Computers,Europe,Berlin,Germany
1968,12/9/2012,2012,10,298.60,269.90,-28.70,Store,Contoso KSU-less key system M38 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,La Porte,United States
1969,12/9/2014,2014,10,50.56,229.90,179.34,Store,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Asia,Thimphu,Bhutan
1971,14/11/2013,2013,13,773.38,15847.80,15074.42,Store,Adventure Works Laptop19W X1980 Blue,Adventure Works,Adventure Works,Laptops,Computers,North America,Spokane,United States
1972,13/12/2013,2013,26,150.56,513.74,363.18,Online,Contoso General Carrying Case E304 Blue,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Beijing,China
1973,13/5/2012,2012,6,128.78,300.00,171.22,Store,Contoso Bluetooth Notebook Mouse E70 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Hong Kong,China
1974,26/5/2013,2013,10,105.30,229.90,124.60,Store,Contoso Multi-line phones M30 Black,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,Europe,Carlisle,United Kingdom
1977,6/6/2014,2014,12,515.53,10324.00,9808.47,Store,Fabrikam Business Videographer 1'' 25mm M600 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Waterbury,United States
1978,6/6/2014,2014,24,135.42,7187.60,7052.18,Store,Fabrikam SLR Camera M146 Black,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Toppenish,United States
1981,1/3/2012,2012,4,11.78,496.65,484.87,Store,Proseware LCD17W E202 Black,"Proseware, Inc.",Proseware,Monitors,Computers,North America,New York,United States
1982,5/2/2013,2013,9,32.65,87.91,55.26,Store,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Montclair,United States
1983,28/3/2012,2012,5,119.97,140.00,20.03,Store,Contoso Digital Camera/Camcorder USB Cable E324 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bar Harbor,United States
1984,4/4/2012,2012,15,302.77,4485.00,4182.23,Online,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,North America,Bethesda,United States
1985,9/3/2013,2013,10,12.12,130.00,117.88,Store,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Quincy,United States
1986,26/5/2013,2013,12,20438.99,27540.00,7101.01,Reseller,Proseware Projector 1080p LCD86 Black,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Asia,Beijing,China
1988,19/6/2014,2014,24,100.47,517.68,417.21,Reseller,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",Contoso,MP4&MP3,Audio,Asia,Beijing,China
1989,17/9/2013,2013,10,10729.02,15200.00,4470.98,Online,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,Asia,Beijing,China
1991,6/2/2012,2012,18,140.51,4110.55,3970.04,Reseller,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Seattle,United States
1992,10/12/2012,2012,13,10684.22,32487.00,21802.78,Reseller,Proseware Projector 1080p DLP86 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Asia,Beijing,China
1993,15/2/2013,2013,180,25.53,853.20,827.67,Store,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,New York,United States
1994,23/3/2014,2014,10,47.22,1960.00,1912.78,Store,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,Parker,United States
1997,27/12/2011,2011,9,3427.10,2049.55,-1377.55,Store,Proseware Projector 480p LCD12 Silver,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Norfolk,United States
1998,1/3/2012,2012,9,421.84,1619.91,1198.07,Store,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Cheney,United States
1999,19/6/2012,2012,12,195.56,329.22,133.66,Store,Contoso Enhanced Capacity Battery M800 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Winchester,United States
2000,9/9/2012,2012,10,6121.75,6990.00,868.25,Catalog,SV Car Video LCD7W M7082 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,North America,North Harford,United States
2002,4/5/2014,2014,12,22.98,4068.00,4045.02,Online,Contoso Home Theater System 5.1 Channel M1520 Brown,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Asia,Beijing,China
2003,21/1/2014,2014,9,260.64,9836.05,9575.41,Store,Fabrikam Laptop19 M9000 Black,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,North America,Fort Lauderdale,United States
2004,29/12/2012,2012,9,11.79,205.76,193.97,Store,Contoso Multi-line phones M30 Grey,"Contoso, Ltd",Contoso,Home & Office Phones,Cell phones,North America,Hackensack,United States
2005,11/3/2012,2012,12,610.06,1452.00,841.94,Store,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Athens,Greece
2006,3/8/2012,2012,9,25.71,1969.40,1943.69,Store,Proseware Projector 480p LCD12 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,Europe,Lisbon,Portugal
2007,28/11/2012,2012,8,100.05,3651.80,3551.75,Store,Fabrikam SLR Camera X150 Orange,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Naples,United States
2008,1/8/2013,2013,12,2536.69,6588.00,4051.31,Store,Litware Home Theater System 4.1 Channel M413 Silver,"Litware, Inc.",Litware,Home Theater System,TV and Video,North America,Back River,United States
2009,11/6/2013,2013,12,645.77,2388.00,1742.23,Reseller,The Phone Company Finger Touch Screen Phones M30 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Beijing,China
2010,19/3/2014,2014,10,5251.76,4999.90,-251.86,Store,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Adventure Works,Televisions,TV and Video,North America,Kennewick,United States
2011,9/7/2014,2014,24,2764.02,1259.02,-1505.00,Catalog,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,North Harford,United States
2012,1/3/2013,2013,9,1327.94,7125.80,5797.86,Online,SV Car Video LCD9.2W X9281 Silver,Southridge Video,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
2013,19/8/2014,2014,12,967.38,8388.00,7420.62,Store,Adventure Works Laptop15 M1501 Silver,Adventure Works,Adventure Works,Laptops,Computers,North America,Fort Atkinson,United States
2014,27/4/2014,2014,20,497.44,4598.00,4100.56,Store,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Wide World Importers,Desktops,Computers,North America,Jacksonville,United States
2015,20/11/2014,2014,13,34.28,3430.40,3396.12,Catalog,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,North Harford,United States
2017,3/5/2014,2014,6,495.53,6654.00,6158.47,Reseller,Litware Home Theater System 7.1 Channel X711 Brown,"Litware, Inc.",Litware ,Home Theater System,TV and Video,Asia,Beijing,China
2018,20/9/2014,2014,10,2053.95,2880.00,826.05,Store,The Phone Company Smart phones 320 x 320 M86 Gold,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Virginia Beach,United States
2019,10/11/2013,2013,13,2.45,149.50,147.05,Store,Contoso Smart Battery M901 Blue,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Vineland,United States
2024,1/11/2014,2014,52,1117.52,6630.60,5513.08,Online,A. Datum Compact Digital Camera M200 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
2025,17/3/2012,2012,6,28.21,659.94,631.73,Store,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Valletta,Malta
2026,10/9/2012,2012,10,168.13,6570.00,6401.87,Store,Fabrikam SLR Camera X148 Silver Grey,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Seattle,United States
2029,15/8/2012,2012,6,749.56,1890.80,1141.24,Store,Proseware Laptop8.9 E089 White,"Proseware, Inc.",Proseware,Laptops,Computers,North America,Lewisville,United States
2030,1/11/2014,2014,26,27.54,242.73,215.19,Store,Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,Asia,Canberra,Australia
2031,13/11/2014,2014,13,2117.77,2548.00,430.23,Catalog,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,North America,North Harford,United States
2032,15/2/2012,2012,4,1.73,643.50,641.77,Store,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Ottawa,Canada
2034,23/12/2013,2013,26,147.69,4191.00,4043.31,Store,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Asia,Osaka,Japan
2036,10/5/2012,2012,10,2037.95,3580.00,1542.05,Store,"Contoso SLR Camera 35"" M358 Pink","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,San Antonio,United States
2038,14/10/2012,2012,6,1.51,115.94,114.43,Store,Contoso General Carrying Case E304 Black,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Boulder,United States
2039,15/6/2012,2012,24,6.67,16426.50,16419.83,Catalog,Adventure Works Laptop15 M1501 Red,Adventure Works,Adventure Works,Laptops,Computers,North America,North Harford,United States
2040,14/8/2014,2014,12,0.73,2748.90,2748.17,Store,A. Datum Full Frame Digital Camera X300 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States
2041,7/11/2014,2014,26,3192.14,3315.30,123.16,Online,Adventure Works LCD17W E203 White,Adventure Works,Adventure Works,Monitors,Computers,Asia,Beijing,China
2042,25/10/2013,2013,13,4074.01,9399.20,5325.19,Store,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Laptops,Computers,North America,Anchorage,United States
2043,2/12/2013,2013,13,2138.36,6400.00,4261.64,Reseller,SV Car Video LCD7W M7080 Black,Southridge Video,Southridge Video,Car Video,TV and Video,North America,Seattle,United States
2044,13/1/2012,2012,9,429.33,3800.30,3370.97,Store,Contoso SLR Camera X146 Orange,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,New York,United States
2047,12/3/2013,2013,10,1210.69,5990.00,4779.31,Store,Litware Home Theater System 5.1 Channel M514 Brown,"Litware, Inc.",Litware ,Home Theater System,TV and Video,North America,Norfolk,United States
2048,20/6/2013,2013,10,1038.99,780.00,-258.99,Reseller,Proseware Ink Jet Fax Machine E100 White,"Proseware, Inc.",Proseware,"Printers, Scanners & Fax",Computers,Europe,Paris,France
2050,1/2/2012,2012,12,19.82,163.76,143.94,Store,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Koln,Germany
2054,13/1/2014,2014,9,4056.40,2935.60,-1120.80,Store,"Contoso SLR Camera 35"" M358 Gold","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,Asia,Urumqi,China
2055,7/9/2012,2012,10,920.00,2900.00,1980.00,Catalog,Contoso Pen Touch Screen Phones M320 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,North Harford,United States
2056,22/11/2012,2012,13,2253.30,3443.80,1190.50,Reseller,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
2057,21/11/2012,2012,13,3531.90,8294.00,4762.10,Store,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,"Fabrikam, Inc.",Fabrikam,Camcorders,Cameras and camcorders ,Asia,Osaka,Japan
2058,6/7/2012,2012,9,1199.56,5151.40,3951.84,Store,Adventure Works Laptop16 M1601 Silver,Adventure Works,Adventure Works,Laptops,Computers,Europe,Hofheim am Taunus,Germany
2059,8/11/2014,2014,6,54.38,1559.94,1505.56,Store,Contoso DVD 14-Inch Player Portable L100 Silver,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Paterson,United States
2060,4/1/2012,2012,6,2219.54,1794.00,-425.54,Reseller,Contoso Home Theater System 2.1 Channel E1200 Silver,"Contoso, Ltd",Contoso,Home Theater System,TV and Video,Asia,Beijing,China
2061,9/1/2012,2012,4,49.59,746.55,696.96,Store,Contoso Touch Screen Phones - CRT M11 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,Spokane,United States
2062,3/4/2012,2012,10,0.56,279.00,278.44,Store,Contoso Enhanced Capacity Battery M800 White,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Waukesha,United States
2063,13/4/2012,2012,5,64.76,249.80,185.04,Store,Contoso Carrying Case E312 Pink,"Contoso, Ltd",Contoso,Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Fort Atkinson,United States
2064,26/10/2012,2012,6,726.86,1064.00,337.14,Store,Proseware Screen 100in M1609 White,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Georgetown,United States
2065,23/10/2012,2012,13,243.15,4582.40,4339.25,Online,"Contoso SLR Camera 35"" M358 Pink","Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
2066,25/6/2012,2012,10,2298.55,3990.00,1691.45,Store,Fabrikam Laptop12W M2080 Silver,"Fabrikam, Inc.",Fabrikam,Laptops,Computers,Europe,Paris,France
2067,23/9/2014,2014,10,158.47,2590.00,2431.53,Store,WWI LCD20 M220 Black,Wide World Importers,Wide World Importers,Monitors,Computers,North America,Sebring,United States
2068,27/9/2013,2013,10,2606.86,6570.00,3963.14,Store,Fabrikam SLR Camera X148 Silver Grey,"Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Denver,United States
2071,26/5/2012,2012,5,118.12,695.00,576.88,Online,Contoso Screen 85in E085 Black,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,Europe,Berlin,Germany
2072,25/9/2012,2012,5,66.15,695.00,628.85,Store,Contoso Screen 85in E085 Black,"Contoso, Ltd",Contoso,Projectors & Screens,Computers,North America,Yakima,United States
2073,2/5/2014,2014,20,3.09,19.00,15.91,Store,SV USB Data Cable E600 Pink,Southridge Video,Southridge Video,Computers Accessories,Computers,Europe,Hofheim am Taunus,Germany
2075,22/8/2012,2012,6,93.69,792.30,698.61,Store,Proseware Screen 85in E1010 Silver,"Proseware, Inc.",Proseware,Projectors & Screens,Computers,North America,Oregon,United States
2077,16/9/2014,2014,10,55.96,399.00,343.04,Store,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Kennebunkport,United States
2078,3/1/2012,2012,4,20.22,796.00,775.78,Store,The Phone Company Finger Touch Screen Phones M30 Gold,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Old Saybrook,United States
2079,16/2/2012,2012,4,45.13,63.60,18.47,Store,Contoso USB Wave Multi-media Keyboard E280 Black,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Lowell,United States
2080,25/1/2013,2013,9,4.33,1230.15,1225.82,Reseller,WWI LCD19 E107 White,Wide World Importers,Wide World Importers,Monitors,Computers,North America,Seattle,United States
2081,6/1/2014,2014,9,111.36,1407.91,1296.55,Store,Contoso DVD 9-Inch Player Portable M300 White,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Shreveport,United States
2083,1/5/2013,2013,10,127.90,3000.00,2872.10,Store,Contoso Touch Screen Phones Infrared M901 Black,"Contoso, Ltd",Contoso,Touch Screen Phones ,Cell phones,North America,Waukesha,United States
2084,14/6/2013,2013,12,7.75,3228.00,3220.25,Store,The Phone Company Smart phones 8 GB of Memory M400 Black,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Milliken,United States
2086,26/10/2014,2014,6,324.53,13994.40,13669.87,Store,WWI Projector 1080p DLP86 Silver,Wide World Importers,Wide World Importers,Projectors & Screens,Computers,North America,Roanoke,United States
2087,21/10/2014,2014,8,3292.45,1457.82,-1834.63,Store,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,Europe,Edinburgh,United Kingdom
2090,12/6/2013,2013,240,299.81,704.72,404.91,Store,Reusable Phone Screen Protector E120,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,North America,Midland,United States
2091,21/3/2014,2014,12,3556.30,14219.64,10663.34,Store,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Adventure Works,Televisions,TV and Video,Europe,Toulouse,France
2092,15/10/2014,2014,13,9.89,2324.70,2314.81,Online,A. Datum Consumer Digital Camera M300 Black,A. Datum Corporation,A. Datum,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States
2093,2/11/2013,2013,13,7.36,200.34,192.98,Reseller,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Contoso,Computers Accessories,Computers,North America,Seattle,United States
2094,6/7/2012,2012,12,73.42,267.81,194.40,Store,Contoso DVD 60 DVD Storage Binder L20 Red,"Contoso, Ltd",Contoso,Movie DVD,"Music, Movies and Audio Books",North America,Tallahassee,United States
2095,22/11/2012,2012,13,135.39,2990.00,2854.61,Store,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold",The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,North America,Provincetown,United States
2096,24/6/2014,2014,10,3517.13,3680.00,162.87,Store,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,The Phone Company,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Moscow,Russia
2097,24/11/2013,2013,8,1740.89,1857.60,116.71,Store,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black,The Phone Company,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Carlisle,United Kingdom
2098,9/9/2013,2013,160,33.89,646.35,612.46,Store,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Contoso, Ltd",Contoso,Cell phones Accessories,Cell phones,Europe,Hofheim am Taunus,Germany
2101,8/7/2012,2012,6,966.68,1902.40,935.72,Store,"Fabrikam SLR Camera 35"" M358 Silver Grey","Fabrikam, Inc.",Fabrikam,Digital SLR Cameras,Cameras and camcorders ,North America,Denton,United States
2103,12/8/2012,2012,6,434.53,928.00,493.47,Store,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,"Fabrikam, Inc.",Fabrikam  ,Camcorders,Cameras and camcorders ,North America,Montreal,Canada
2104,18/9/2012,2012,15,661.24,4560.00,3898.76,Catalog,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Contoso,Digital SLR Cameras,Cameras and camcorders ,North America,North Harford,United States
